timestamp,total_load_mw,voltage_kv,current_a,frequency_hz,temperature_c
2025-02-06 03:00:00,70.806,33.588,1352.33,50.005,13.05
2025-02-06 03:15:00,72.698,32.921,1416.58,49.988,12.79
2025-02-06 03:30:00,66.751,33.341,1284.32,50.005,12.55
2025-02-06 03:45:00,70.373,33.05,1365.95,49.991,12.31
2025-02-06 04:00:00,70.389,33.34,1354.37,49.987,12.08
2025-02-06 04:15:00,70.083,33.421,1345.2,49.974,11.86
2025-02-06 04:30:00,73.159,33.688,1393.12,49.948,11.65
2025-02-06 04:45:00,71.556,33.224,1381.6,50.011,11.44
2025-02-06 05:00:00,74.047,32.723,1451.63,50.011,11.25
2025-02-06 05:15:00,74.535,33.502,1427.19,50.042,11.07
2025-02-06 05:30:00,75.055,33.019,1458.17,50.003,10.91
2025-02-06 05:45:00,76.316,33.549,1459.27,49.99,10.75
2025-02-06 06:00:00,74.907,33.397,1438.82,49.974,10.62
2025-02-06 06:15:00,77.901,33.27,1502.06,50.015,10.49
2025-02-06 06:30:00,76.458,33.536,1462.54,49.986,10.39
2025-02-06 06:45:00,79.768,33.312,1536.11,49.981,10.29
2025-02-06 07:00:00,77.675,33.11,1504.95,50.012,10.22
2025-02-06 07:15:00,85.492,33.074,1658.21,50.02,10.16
2025-02-06 07:30:00,84.476,33.493,1618.0,49.995,10.11
2025-02-06 07:45:00,82.765,33.455,1587.0,50.015,10.09
2025-02-06 08:00:00,84.067,33.313,1618.89,49.996,10.08
2025-02-06 08:15:00,88.502,33.873,1676.07,49.984,10.09
2025-02-06 08:30:00,88.642,33.133,1716.23,49.973,10.11
2025-02-06 08:45:00,86.952,33.069,1686.76,50.002,10.16
2025-02-06 09:00:00,86.564,33.18,1673.62,50.046,10.22
2025-02-06 09:15:00,79.772,32.864,1557.11,50.026,10.29
2025-02-06 09:30:00,83.13,33.03,1614.51,49.995,10.39
2025-02-06 09:45:00,82.67,33.226,1596.13,49.985,10.49
2025-02-06 10:00:00,78.719,33.31,1516.01,49.973,10.62
2025-02-06 10:15:00,79.866,33.152,1545.45,49.993,10.75
2025-02-06 10:30:00,80.387,33.106,1557.69,50.005,10.91
2025-02-06 10:45:00,74.434,32.977,1447.99,49.997,11.07
2025-02-06 11:00:00,79.017,32.809,1544.97,49.998,11.25
2025-02-06 11:15:00,76.884,32.821,1502.73,50.018,11.44
2025-02-06 11:30:00,74.624,32.935,1453.49,50.009,11.65
2025-02-06 11:45:00,72.269,32.804,1413.27,49.996,11.86
2025-02-06 12:00:00,75.074,32.713,1472.21,49.992,12.08
2025-02-06 12:15:00,77.379,33.156,1497.13,50.046,12.31
2025-02-06 12:30:00,73.654,33.0,1431.79,49.997,12.55
2025-02-06 12:45:00,75.174,33.039,1459.62,50.009,12.79
2025-02-06 13:00:00,75.401,32.872,1471.45,50.009,13.05
2025-02-06 13:15:00,70.955,33.068,1376.48,50.018,13.3
2025-02-06 13:30:00,75.037,32.791,1467.97,50.008,13.56
2025-02-06 13:45:00,74.779,33.283,1441.28,50.016,13.82
2025-02-06 14:00:00,78.047,32.847,1524.26,49.974,14.08
2025-02-06 14:15:00,71.322,32.776,1395.96,50.011,14.34
2025-02-06 14:30:00,73.818,33.018,1434.17,50.031,14.6
2025-02-06 14:45:00,75.315,32.872,1469.78,49.984,14.86
2025-02-06 15:00:00,73.649,33.227,1421.91,50.001,15.12
2025-02-06 15:15:00,72.352,33.006,1406.23,49.97,15.37
2025-02-06 15:30:00,74.721,32.732,1464.43,49.97,15.61
2025-02-06 15:45:00,73.506,32.992,1429.27,50.019,15.85
2025-02-06 16:00:00,78.616,32.91,1532.44,50.038,16.08
2025-02-06 16:15:00,74.746,32.915,1456.76,50.029,16.3
2025-02-06 16:30:00,79.228,32.614,1558.35,49.985,16.52
2025-02-06 16:45:00,80.565,32.664,1582.27,49.99,16.72
2025-02-06 17:00:00,81.104,32.739,1589.18,50.014,16.91
2025-02-06 17:15:00,76.948,32.728,1508.23,50.003,17.09
2025-02-06 17:30:00,83.467,32.394,1652.9,50.007,17.25
2025-02-06 17:45:00,84.024,32.425,1662.34,49.992,17.41
2025-02-06 18:00:00,85.866,32.888,1674.89,50.0,17.54
2025-02-06 18:15:00,89.042,32.583,1753.06,49.975,17.67
2025-02-06 18:30:00,87.867,32.716,1722.88,49.998,17.78
2025-02-06 18:45:00,90.644,33.017,1761.15,49.984,17.87
2025-02-06 19:00:00,92.307,32.772,1806.86,49.987,17.94
2025-02-06 19:15:00,94.147,32.568,1854.45,50.001,18.0
2025-02-06 19:30:00,92.754,32.55,1828.03,50.001,18.05
2025-02-06 19:45:00,93.704,32.538,1847.4,49.993,18.07
2025-02-06 20:00:00,91.136,32.551,1796.05,50.049,18.08
2025-02-06 20:15:00,85.709,32.805,1676.03,49.967,18.07
2025-02-06 20:30:00,92.994,33.177,1798.08,50.004,18.05
2025-02-06 20:45:00,86.178,32.943,1678.14,49.991,18.0
2025-02-06 21:00:00,86.356,32.584,1700.14,49.998,17.94
2025-02-06 21:15:00,88.859,32.884,1733.45,49.98,17.87
2025-02-06 21:30:00,86.52,32.494,1708.09,49.996,17.78
2025-02-06 21:45:00,88.492,32.917,1724.56,50.023,17.67
2025-02-06 22:00:00,84.887,32.899,1655.22,50.044,17.54
2025-02-06 22:15:00,81.429,32.943,1585.65,49.961,17.41
2025-02-06 22:30:00,72.56,32.613,1427.27,50.001,17.25
2025-02-06 22:45:00,76.332,33.161,1476.65,49.998,17.09
2025-02-06 23:00:00,81.926,33.399,1573.57,50.027,16.91
2025-02-06 23:15:00,77.719,32.998,1510.88,50.023,16.72
2025-02-06 23:30:00,77.502,33.154,1499.57,50.006,16.52
2025-02-06 23:45:00,73.162,32.821,1429.97,50.023,16.3
2025-02-07 00:00:00,72.404,33.06,1404.95,49.976,16.1
2025-02-07 00:15:00,73.567,33.018,1429.32,50.047,15.87
2025-02-07 00:30:00,73.315,33.077,1421.88,50.024,15.63
2025-02-07 00:45:00,78.315,33.196,1513.41,50.008,15.39
2025-02-07 01:00:00,72.508,33.119,1404.45,49.989,15.14
2025-02-07 01:15:00,72.781,33.202,1406.2,49.982,14.88
2025-02-07 01:30:00,71.456,33.347,1374.59,50.016,14.62
2025-02-07 01:45:00,72.642,33.07,1409.12,50.012,14.36
2025-02-07 02:00:00,68.796,33.14,1331.69,50.018,14.1
2025-02-07 02:15:00,70.119,33.083,1359.64,49.995,13.84
2025-02-07 02:30:00,65.298,32.949,1271.31,50.006,13.58
2025-02-07 02:45:00,70.824,32.936,1379.44,50.013,13.32
2025-02-07 03:00:00,72.474,33.163,1401.93,50.008,13.07
2025-02-07 03:15:00,67.407,33.423,1293.75,50.014,12.82
2025-02-07 03:30:00,69.035,33.121,1337.1,49.983,12.57
2025-02-07 03:45:00,72.604,33.135,1405.61,50.005,12.33
2025-02-07 04:00:00,70.891,32.764,1388.0,49.964,12.1
2025-02-07 04:15:00,71.46,33.007,1388.84,50.041,11.88
2025-02-07 04:30:00,76.272,33.173,1474.93,49.996,11.67
2025-02-07 04:45:00,72.613,33.425,1393.59,50.011,11.46
2025-02-07 05:00:00,72.342,33.115,1401.39,50.031,11.27
2025-02-07 05:15:00,74.696,33.418,1433.88,49.991,11.09
2025-02-07 05:30:00,79.847,33.404,1533.41,50.028,10.93
2025-02-07 05:45:00,73.862,33.125,1430.43,49.999,10.78
2025-02-07 06:00:00,77.864,33.394,1495.75,49.949,10.64
2025-02-07 06:15:00,76.999,32.881,1502.22,49.991,10.51
2025-02-07 06:30:00,83.706,33.273,1613.83,49.972,10.41
2025-02-07 06:45:00,79.367,33.484,1520.57,49.944,10.31
2025-02-07 07:00:00,80.988,33.521,1549.87,49.957,10.24
2025-02-07 07:15:00,84.736,32.808,1656.85,50.016,10.18
2025-02-07 07:30:00,85.289,33.207,1647.65,50.019,10.14
2025-02-07 07:45:00,82.561,33.36,1587.63,50.005,10.11
2025-02-07 08:00:00,87.9,33.525,1681.96,49.968,10.1
2025-02-07 08:15:00,87.498,33.135,1693.99,50.024,10.11
2025-02-07 08:30:00,88.352,32.968,1719.18,49.991,10.14
2025-02-07 08:45:00,84.52,33.016,1642.22,49.989,10.18
2025-02-07 09:00:00,87.684,33.352,1686.55,49.997,10.24
2025-02-07 09:15:00,82.58,32.639,1623.08,49.975,10.31
2025-02-07 09:30:00,82.125,33.336,1580.37,49.992,10.41
2025-02-07 09:45:00,81.081,32.91,1580.48,49.962,10.51
2025-02-07 10:00:00,76.017,32.926,1481.07,49.997,10.64
2025-02-07 10:15:00,81.936,32.92,1596.66,49.977,10.78
2025-02-07 10:30:00,79.218,32.954,1542.1,49.963,10.93
2025-02-07 10:45:00,77.228,33.336,1486.15,50.009,11.09
2025-02-07 11:00:00,76.541,33.15,1481.18,50.004,11.27
2025-02-07 11:15:00,73.089,33.068,1417.87,50.006,11.46
2025-02-07 11:30:00,74.934,32.893,1461.41,50.029,11.67
2025-02-07 11:45:00,74.266,32.911,1447.59,50.01,11.88
2025-02-07 12:00:00,73.671,32.752,1442.98,50.002,12.1
2025-02-07 12:15:00,78.248,32.817,1529.57,50.003,12.33
2025-02-07 12:30:00,68.88,32.84,1345.53,50.019,12.57
2025-02-07 12:45:00,72.903,32.913,1420.93,50.012,12.82
2025-02-07 13:00:00,76.273,32.879,1488.15,49.954,13.07
2025-02-07 13:15:00,74.39,32.765,1456.48,49.965,13.32
2025-02-07 13:30:00,76.736,32.631,1508.57,49.997,13.58
2025-02-07 13:45:00,75.505,32.904,1472.04,50.014,13.84
2025-02-07 14:00:00,74.138,32.782,1450.78,50.022,14.1
2025-02-07 14:15:00,73.571,33.065,1427.38,49.999,14.36
2025-02-07 14:30:00,70.733,32.838,1381.78,49.996,14.62
2025-02-07 14:45:00,76.32,33.308,1469.88,50.033,14.88
2025-02-07 15:00:00,68.757,32.675,1349.9,49.999,15.14
2025-02-07 15:15:00,74.867,32.907,1459.47,49.984,15.39
2025-02-07 15:30:00,75.038,32.928,1461.91,50.02,15.63
2025-02-07 15:45:00,74.704,32.832,1459.63,49.986,15.87
2025-02-07 16:00:00,78.195,32.56,1540.61,49.997,16.1
2025-02-07 16:15:00,74.942,32.923,1460.25,50.028,16.32
2025-02-07 16:30:00,75.978,32.958,1478.82,50.002,16.54
2025-02-07 16:45:00,80.305,32.937,1564.08,49.995,16.74
2025-02-07 17:00:00,83.291,32.718,1633.08,50.032,16.93
2025-02-07 17:15:00,77.695,32.416,1537.55,49.97,17.11
2025-02-07 17:30:00,82.477,32.406,1632.69,49.976,17.27
2025-02-07 17:45:00,83.986,32.765,1644.36,50.0,17.43
2025-02-07 18:00:00,79.064,32.551,1558.15,49.972,17.57
2025-02-07 18:15:00,86.785,32.374,1719.7,50.011,17.69
2025-02-07 18:30:00,89.027,32.623,1750.66,49.989,17.8
2025-02-07 18:45:00,84.072,32.996,1634.5,50.006,17.89
2025-02-07 19:00:00,90.557,32.754,1773.59,49.969,17.96
2025-02-07 19:15:00,94.32,33.078,1829.19,49.994,18.02
2025-02-07 19:30:00,89.788,32.62,1765.75,49.983,18.07
2025-02-07 19:45:00,92.766,32.548,1828.34,49.975,18.09
2025-02-07 20:00:00,94.164,32.97,1832.15,49.997,18.1
2025-02-07 20:15:00,92.134,32.842,1799.66,49.955,18.09
2025-02-07 20:30:00,90.553,32.655,1778.87,49.989,18.07
2025-02-07 20:45:00,89.381,32.867,1744.56,49.956,18.02
2025-02-07 21:00:00,87.776,32.473,1734.02,50.015,17.96
2025-02-07 21:15:00,87.188,32.89,1700.57,50.03,17.89
2025-02-07 21:30:00,82.265,32.589,1619.33,49.996,17.8
2025-02-07 21:45:00,80.082,33.023,1555.68,49.999,17.69
2025-02-07 22:00:00,78.769,32.567,1551.61,50.003,17.57
2025-02-07 22:15:00,77.972,32.915,1519.62,50.006,17.43
2025-02-07 22:30:00,83.782,33.014,1627.99,49.994,17.27
2025-02-07 22:45:00,73.167,33.165,1415.26,49.973,17.11
2025-02-07 23:00:00,76.306,33.004,1483.17,50.018,16.93
2025-02-07 23:15:00,77.505,32.746,1518.36,49.96,16.74
2025-02-07 23:30:00,68.893,32.923,1342.36,50.04,16.54
2025-02-07 23:45:00,74.512,32.803,1457.18,50.025,16.32
2025-02-08 00:00:00,67.034,33.017,1302.43,49.981,16.12
2025-02-08 00:15:00,69.872,32.864,1363.88,49.971,15.89
2025-02-08 00:30:00,68.284,33.134,1322.05,49.989,15.65
2025-02-08 00:45:00,63.617,32.793,1244.49,50.028,15.41
2025-02-08 01:00:00,68.471,33.152,1324.95,50.002,15.16
2025-02-08 01:15:00,66.935,32.888,1305.61,50.013,14.9
2025-02-08 01:30:00,63.372,33.209,1224.16,50.038,14.65
2025-02-08 01:45:00,63.352,33.082,1228.48,50.003,14.39
2025-02-08 02:00:00,66.947,33.376,1286.76,50.015,14.12
2025-02-08 02:15:00,63.144,33.266,1217.67,50.011,13.86
2025-02-08 02:30:00,60.757,33.217,1173.36,49.986,13.6
2025-02-08 02:45:00,62.81,32.972,1222.03,49.974,13.34
2025-02-08 03:00:00,61.86,33.28,1192.41,49.968,13.09
2025-02-08 03:15:00,61.993,33.2,1197.87,49.994,12.84
2025-02-08 03:30:00,65.252,33.284,1257.62,50.011,12.59
2025-02-08 03:45:00,63.88,33.389,1227.33,50.002,12.36
2025-02-08 04:00:00,63.545,33.32,1223.43,50.011,12.12
2025-02-08 04:15:00,63.939,33.192,1235.75,49.999,11.9
2025-02-08 04:30:00,61.865,33.386,1188.7,50.002,11.69
2025-02-08 04:45:00,62.296,33.672,1186.83,50.007,11.49
2025-02-08 05:00:00,66.513,33.183,1285.86,49.992,11.3
2025-02-08 05:15:00,62.761,33.046,1218.33,50.004,11.12
2025-02-08 05:30:00,70.851,33.384,1361.45,49.971,10.95
2025-02-08 05:45:00,69.136,33.009,1343.6,50.02,10.8
2025-02-08 06:00:00,67.935,33.149,1314.68,49.974,10.66
2025-02-08 06:15:00,71.929,33.357,1383.3,50.024,10.54
2025-02-08 06:30:00,72.84,33.094,1411.97,49.995,10.43
2025-02-08 06:45:00,69.615,32.981,1354.04,49.999,10.34
2025-02-08 07:00:00,74.052,33.23,1429.59,50.008,10.26
2025-02-08 07:15:00,74.231,32.898,1447.5,49.98,10.2
2025-02-08 07:30:00,71.824,33.164,1389.29,49.991,10.16
2025-02-08 07:45:00,77.386,33.253,1492.9,49.977,10.13
2025-02-08 08:00:00,74.424,33.299,1433.74,50.012,10.12
2025-02-08 08:15:00,73.352,33.088,1422.14,49.977,10.13
2025-02-08 08:30:00,82.625,33.309,1591.29,50.016,10.16
2025-02-08 08:45:00,76.993,33.462,1476.04,50.008,10.2
2025-02-08 09:00:00,79.882,32.973,1554.12,50.017,10.26
2025-02-08 09:15:00,77.547,33.299,1493.96,50.005,10.34
2025-02-08 09:30:00,74.722,33.14,1446.42,50.004,10.43
2025-02-08 09:45:00,77.878,33.265,1501.82,49.981,10.54
2025-02-08 10:00:00,76.153,33.308,1466.69,50.008,10.66
2025-02-08 10:15:00,71.258,33.239,1375.25,50.022,10.8
2025-02-08 10:30:00,72.007,33.147,1393.55,49.988,10.95
2025-02-08 10:45:00,71.597,33.169,1384.7,50.033,11.12
2025-02-08 11:00:00,70.608,33.234,1362.9,50.015,11.3
2025-02-08 11:15:00,66.549,33.12,1289.0,49.992,11.49
2025-02-08 11:30:00,70.478,33.168,1363.1,49.981,11.69
2025-02-08 11:45:00,63.523,32.86,1240.12,50.0,11.9
2025-02-08 12:00:00,62.941,33.414,1208.39,50.003,12.12
2025-02-08 12:15:00,59.703,33.015,1160.07,49.974,12.36
2025-02-08 12:30:00,66.14,33.139,1280.33,50.021,12.59
2025-02-08 12:45:00,71.984,33.011,1398.85,49.989,12.84
2025-02-08 13:00:00,68.343,32.614,1344.28,49.978,13.09
2025-02-08 13:15:00,67.576,33.235,1304.33,50.012,13.34
2025-02-08 13:30:00,67.856,33.164,1312.56,50.033,13.6
2025-02-08 13:45:00,66.643,32.719,1306.63,50.006,13.86
2025-02-08 14:00:00,72.78,33.151,1408.35,49.981,14.12
2025-02-08 14:15:00,61.203,32.882,1194.04,50.031,14.39
2025-02-08 14:30:00,65.883,32.727,1291.4,50.016,14.65
2025-02-08 14:45:00,64.881,32.921,1264.28,49.989,14.9
2025-02-08 15:00:00,65.738,32.549,1295.64,49.991,15.16
2025-02-08 15:15:00,66.342,32.828,1296.42,50.021,15.41
2025-02-08 15:30:00,70.82,32.418,1401.42,50.018,15.65
2025-02-08 15:45:00,67.035,32.916,1306.43,49.984,15.89
2025-02-08 16:00:00,66.066,32.516,1303.41,49.99,16.12
2025-02-08 16:15:00,67.916,32.691,1332.74,50.012,16.35
2025-02-08 16:30:00,73.29,32.704,1437.6,50.009,16.56
2025-02-08 16:45:00,73.082,32.79,1429.78,50.0,16.76
2025-02-08 17:00:00,73.69,32.797,1441.33,50.01,16.95
2025-02-08 17:15:00,71.667,32.422,1418.01,50.018,17.13
2025-02-08 17:30:00,69.682,32.761,1364.47,50.004,17.3
2025-02-08 17:45:00,77.226,32.782,1511.2,50.005,17.45
2025-02-08 18:00:00,76.087,32.913,1483.0,50.038,17.59
2025-02-08 18:15:00,74.464,32.836,1454.78,49.996,17.71
2025-02-08 18:30:00,79.478,32.704,1558.96,50.0,17.82
2025-02-08 18:45:00,86.41,32.338,1714.13,50.013,17.91
2025-02-08 19:00:00,81.511,32.652,1601.43,49.97,17.99
2025-02-08 19:15:00,84.253,32.631,1656.35,50.005,18.05
2025-02-08 19:30:00,83.316,32.852,1626.91,50.031,18.09
2025-02-08 19:45:00,78.633,32.976,1529.68,50.016,18.12
2025-02-08 20:00:00,76.078,32.758,1489.84,50.022,18.12
2025-02-08 20:15:00,82.477,32.64,1620.99,49.969,18.12
2025-02-08 20:30:00,76.384,32.797,1494.06,50.005,18.09
2025-02-08 20:45:00,78.534,32.879,1532.27,50.002,18.05
2025-02-08 21:00:00,77.463,32.625,1523.17,49.989,17.99
2025-02-08 21:15:00,76.792,32.958,1494.69,49.989,17.91
2025-02-08 21:30:00,74.176,32.875,1447.41,50.009,17.82
2025-02-08 21:45:00,77.642,32.572,1529.13,49.964,17.71
2025-02-08 22:00:00,69.726,32.873,1360.66,50.04,17.59
2025-02-08 22:15:00,73.862,33.066,1432.96,50.013,17.45
2025-02-08 22:30:00,69.441,32.635,1364.98,49.973,17.3
2025-02-08 22:45:00,65.571,32.911,1278.12,49.999,17.13
2025-02-08 23:00:00,70.945,33.094,1375.21,50.009,16.95
2025-02-08 23:15:00,68.128,33.031,1323.13,50.009,16.76
2025-02-08 23:30:00,67.772,33.076,1314.44,49.979,16.56
2025-02-08 23:45:00,71.698,33.058,1391.32,49.98,16.35
2025-02-09 00:00:00,67.43,32.947,1312.93,49.961,16.15
2025-02-09 00:15:00,66.744,32.868,1302.69,49.975,15.92
2025-02-09 00:30:00,66.102,33.482,1266.49,49.995,15.68
2025-02-09 00:45:00,68.435,33.351,1316.33,49.986,15.44
2025-02-09 01:00:00,68.485,33.108,1326.96,50.019,15.18
2025-02-09 01:15:00,65.339,32.82,1277.14,49.992,14.93
2025-02-09 01:30:00,63.315,33.189,1223.8,50.016,14.67
2025-02-09 01:45:00,68.963,33.397,1324.65,49.973,14.41
2025-02-09 02:00:00,62.311,33.167,1205.21,50.0,14.15
2025-02-09 02:15:00,60.394,33.279,1164.17,50.019,13.89
2025-02-09 02:30:00,65.107,33.399,1250.54,50.021,13.63
2025-02-09 02:45:00,59.474,33.3,1145.73,50.004,13.37
2025-02-09 03:00:00,59.944,33.573,1145.39,50.013,13.11
2025-02-09 03:15:00,64.45,33.39,1238.23,50.004,12.86
2025-02-09 03:30:00,61.742,33.164,1194.29,50.022,12.62
2025-02-09 03:45:00,64.016,33.372,1230.57,50.002,12.38
2025-02-09 04:00:00,62.866,32.927,1224.78,50.003,12.15
2025-02-09 04:15:00,67.055,33.251,1293.68,49.977,11.93
2025-02-09 04:30:00,59.801,33.188,1155.9,50.055,11.71
2025-02-09 04:45:00,63.484,33.151,1228.46,50.02,11.51
2025-02-09 05:00:00,66.465,33.124,1287.21,49.99,11.32
2025-02-09 05:15:00,68.562,33.667,1306.41,49.971,11.14
2025-02-09 05:30:00,67.242,33.656,1281.68,49.993,10.98
2025-02-09 05:45:00,69.749,33.774,1324.8,49.987,10.82
2025-02-09 06:00:00,73.02,33.374,1403.56,49.996,10.69
2025-02-09 06:15:00,69.455,33.286,1338.55,50.027,10.56
2025-02-09 06:30:00,68.613,33.453,1315.72,49.96,10.45
2025-02-09 06:45:00,69.004,33.371,1326.48,50.01,10.36
2025-02-09 07:00:00,76.0,33.533,1453.89,49.999,10.29
2025-02-09 07:15:00,73.552,33.319,1416.1,49.989,10.23
2025-02-09 07:30:00,74.534,33.306,1435.6,50.011,10.18
2025-02-09 07:45:00,75.679,33.217,1461.55,50.001,10.16
2025-02-09 08:00:00,73.193,33.417,1405.09,50.003,10.15
2025-02-09 08:15:00,78.233,33.094,1516.49,49.993,10.16
2025-02-09 08:30:00,73.308,33.388,1408.49,50.016,10.18
2025-02-09 08:45:00,81.698,33.512,1563.89,49.989,10.23
2025-02-09 09:00:00,77.83,33.347,1497.21,50.003,10.29
2025-02-09 09:15:00,73.369,33.338,1411.79,49.996,10.36
2025-02-09 09:30:00,77.669,33.435,1490.21,49.998,10.45
2025-02-09 09:45:00,72.737,33.331,1399.94,49.994,10.56
2025-02-09 10:00:00,73.04,33.081,1416.39,49.988,10.69
2025-02-09 10:15:00,70.745,33.353,1360.69,50.035,10.82
2025-02-09 10:30:00,70.163,33.104,1359.65,50.007,10.98
2025-02-09 10:45:00,70.493,33.123,1365.26,50.016,11.14
2025-02-09 11:00:00,73.309,32.714,1437.56,49.986,11.32
2025-02-09 11:15:00,71.411,32.908,1392.07,50.023,11.51
2025-02-09 11:30:00,68.153,32.766,1334.3,50.002,11.71
2025-02-09 11:45:00,65.325,32.686,1282.08,50.004,11.93
2025-02-09 12:00:00,65.817,33.213,1271.24,50.001,12.15
2025-02-09 12:15:00,69.253,32.887,1350.86,50.01,12.38
2025-02-09 12:30:00,67.989,32.795,1329.92,49.974,12.62
2025-02-09 12:45:00,66.518,32.86,1298.57,50.014,12.86
2025-02-09 13:00:00,62.839,33.346,1208.89,50.005,13.11
2025-02-09 13:15:00,69.004,32.778,1350.49,49.977,13.37
2025-02-09 13:30:00,65.5,33.299,1261.86,50.048,13.63
2025-02-09 13:45:00,67.625,32.701,1326.61,49.993,13.89
2025-02-09 14:00:00,67.16,33.095,1301.8,49.992,14.15
2025-02-09 14:15:00,65.683,32.757,1286.31,49.969,14.41
2025-02-09 14:30:00,64.104,33.134,1241.12,49.97,14.67
2025-02-09 14:45:00,66.775,32.743,1308.26,49.985,14.93
2025-02-09 15:00:00,71.461,32.476,1411.57,50.038,15.18
2025-02-09 15:15:00,65.67,32.467,1297.55,49.962,15.44
2025-02-09 15:30:00,67.514,32.78,1321.24,50.0,15.68
2025-02-09 15:45:00,64.532,32.72,1265.21,49.996,15.92
2025-02-09 16:00:00,67.518,32.821,1319.68,50.014,16.15
2025-02-09 16:15:00,66.804,32.785,1307.12,49.994,16.37
2025-02-09 16:30:00,66.414,32.738,1301.39,49.992,16.58
2025-02-09 16:45:00,71.193,32.529,1403.96,49.976,16.79
2025-02-09 17:00:00,76.41,32.532,1506.72,49.959,16.98
2025-02-09 17:15:00,74.054,32.516,1461.0,50.004,17.16
2025-02-09 17:30:00,78.039,32.663,1532.7,49.977,17.32
2025-02-09 17:45:00,76.596,32.565,1508.86,50.024,17.48
2025-02-09 18:00:00,79.47,32.848,1552.0,50.01,17.61
2025-02-09 18:15:00,77.69,32.393,1538.56,50.007,17.74
2025-02-09 18:30:00,78.342,32.601,1541.57,50.0,17.85
2025-02-09 18:45:00,80.94,32.577,1593.84,49.969,17.94
2025-02-09 19:00:00,80.806,32.813,1579.77,50.003,18.01
2025-02-09 19:15:00,79.151,32.287,1572.64,49.971,18.07
2025-02-09 19:30:00,82.904,33.141,1604.76,50.023,18.12
2025-02-09 19:45:00,80.553,32.788,1576.01,50.023,18.14
2025-02-09 20:00:00,82.753,33.007,1608.34,50.032,18.15
2025-02-09 20:15:00,84.507,32.796,1652.96,49.959,18.14
2025-02-09 20:30:00,80.388,32.379,1592.69,50.008,18.12
2025-02-09 20:45:00,77.765,32.942,1514.35,49.983,18.07
2025-02-09 21:00:00,77.1,32.603,1517.01,50.012,18.01
2025-02-09 21:15:00,75.527,32.291,1500.41,49.984,17.94
2025-02-09 21:30:00,76.319,32.474,1507.64,49.985,17.85
2025-02-09 21:45:00,75.173,32.98,1462.19,49.978,17.74
2025-02-09 22:00:00,69.607,32.889,1357.67,50.028,17.61
2025-02-09 22:15:00,72.766,32.557,1433.78,50.021,17.48
2025-02-09 22:30:00,69.434,33.245,1339.82,50.006,17.32
2025-02-09 22:45:00,72.506,33.07,1406.47,50.026,17.16
2025-02-09 23:00:00,70.267,32.756,1376.11,49.996,16.98
2025-02-09 23:15:00,68.257,33.099,1322.91,49.987,16.79
2025-02-09 23:30:00,70.239,32.779,1374.61,50.013,16.58
2025-02-09 23:45:00,63.896,32.917,1245.23,50.012,16.37
2025-02-10 00:00:00,73.791,33.231,1424.47,49.993,16.18
2025-02-10 00:15:00,79.411,33.163,1536.11,50.02,15.95
2025-02-10 00:30:00,70.359,33.006,1367.47,50.02,15.71
2025-02-10 00:45:00,70.901,33.047,1376.33,49.993,15.46
2025-02-10 01:00:00,69.862,32.699,1370.59,50.033,15.21
2025-02-10 01:15:00,70.383,32.926,1371.28,50.012,14.96
2025-02-10 01:30:00,69.472,33.072,1347.54,49.986,14.7
2025-02-10 01:45:00,73.31,33.25,1414.39,50.036,14.44
2025-02-10 02:00:00,67.461,32.974,1312.46,50.026,14.18
2025-02-10 02:15:00,67.324,33.142,1303.13,50.003,13.92
2025-02-10 02:30:00,72.24,32.902,1408.47,50.004,13.66
2025-02-10 02:45:00,73.249,33.116,1418.96,49.984,13.4
2025-02-10 03:00:00,68.852,33.089,1334.86,50.003,13.14
2025-02-10 03:15:00,66.261,33.296,1276.62,50.05,12.89
2025-02-10 03:30:00,71.113,33.652,1355.63,49.974,12.65
2025-02-10 03:45:00,73.978,33.295,1425.35,49.982,12.41
2025-02-10 04:00:00,69.677,33.297,1342.38,49.986,12.18
2025-02-10 04:15:00,72.379,33.546,1384.12,49.958,11.95
2025-02-10 04:30:00,76.015,33.302,1464.28,49.993,11.74
2025-02-10 04:45:00,72.724,33.319,1400.16,49.997,11.54
2025-02-10 05:00:00,76.33,33.584,1458.02,50.012,11.35
2025-02-10 05:15:00,76.287,33.047,1480.86,50.009,11.17
2025-02-10 05:30:00,74.507,33.137,1442.39,50.01,11.0
2025-02-10 05:45:00,72.754,33.218,1405.0,49.964,10.85
2025-02-10 06:00:00,74.543,33.189,1440.84,49.975,10.71
2025-02-10 06:15:00,76.362,33.543,1460.41,50.016,10.59
2025-02-10 06:30:00,78.632,33.411,1509.76,50.03,10.48
2025-02-10 06:45:00,81.69,33.105,1582.95,50.031,10.39
2025-02-10 07:00:00,84.24,32.997,1637.75,50.004,10.31
2025-02-10 07:15:00,83.221,33.117,1612.07,50.032,10.25
2025-02-10 07:30:00,80.144,33.49,1535.17,49.989,10.21
2025-02-10 07:45:00,83.456,33.64,1591.46,50.011,10.19
2025-02-10 08:00:00,84.36,33.189,1630.55,49.991,10.18
2025-02-10 08:15:00,87.984,33.185,1700.85,50.038,10.19
2025-02-10 08:30:00,85.244,33.726,1621.41,50.03,10.21
2025-02-10 08:45:00,86.689,33.739,1648.26,49.996,10.25
2025-02-10 09:00:00,85.109,33.576,1626.1,50.018,10.31
2025-02-10 09:15:00,83.603,32.952,1627.56,50.004,10.39
